"iso3c","year","country","cov","gen","gdp","pop","pop_i","gdp_i","cov_i","gen_i"
"ESP",1853,"country.name",NA,NA,1783.83404348926,15136,15136,1783.83404348926,NA,NA
"ESP",1854,"country.name",NA,NA,1801.45553933781,15217,15217,1801.45553933781,NA,NA
"ESP",1855,"country.name",NA,NA,1889.08977898396,15299,15299,1889.08977898396,NA,NA
"ESP",1856,"country.name",NA,NA,1797.5085248437,15381,15381,1797.5085248437,NA,NA
"ESP",1857,"country.name",NA,NA,1744.03028103884,15455,15455,1744.03028103884,NA,NA
"ESP",1858,"country.name",NA,NA,1778.36804554864,15526,15526,1778.36804554864,NA,NA
"ESP",1859,"country.name",NA,NA,1861.12659446077,15584,15584,1861.12659446077,NA,NA
"ESP",1860,"country.name",NA,NA,1927.77246535971,15642,15642,1927.77246535971,NA,NA
"ESP",1861,"country.name",NA,NA,1929.40489457566,15699,15699,1929.40489457566,NA,NA
"ESP",1862,"country.name",NA,NA,1929.68052424006,15754,15754,1929.68052424006,NA,NA
"ESP",1863,"country.name",NA,NA,1956.35445124272,15809,15809,1956.35445124272,NA,NA
"ESP",1864,"country.name",NA,NA,1943.16224485349,15864,15864,1943.16224485349,NA,NA
"ESP",1865,"country.name",NA,NA,1862.08303716632,15920,15920,1862.08303716632,NA,NA
"ESP",1866,"country.name",NA,NA,1974.45242885884,15976,15976,1974.45242885884,NA,NA
"ESP",1867,"country.name",NA,NA,1943.71876797908,16032,16032,1943.71876797908,NA,NA
"ESP",1868,"country.name",NA,NA,1698.76750354793,16088,16088,1698.76750354793,NA,NA
"ESP",1869,"country.name",NA,NA,1757.92802840513,16144,16144,1757.92802840513,NA,NA
"ESP",1870,"country.name",NA,NA,1806.45630929533,16201,16201,1806.45630929533,NA,NA
"ESP",1871,"country.name",NA,NA,1945.42736090792,16258,16258,1945.42736090792,NA,NA
"ESP",1872,"country.name",NA,NA,2242.96538173614,16315,16315,2242.96538173614,NA,NA
"ESP",1873,"country.name",NA,NA,2423.90660503451,16372,16372,2423.90660503451,NA,NA
"ESP",1874,"country.name",NA,NA,2212.9284245324,16429,16429,2212.9284245324,NA,NA
"ESP",1875,"country.name",NA,NA,2273.85309155162,16487,16487,2273.85309155162,NA,NA
"ESP",1876,"country.name",NA,NA,2343.20058412424,16545,16545,2343.20058412424,NA,NA
"ESP",1877,"country.name",NA,NA,2598.25279162151,16603,16603,2598.25279162151,NA,NA
"ESP",1878,"country.name",NA,NA,2492.02007984809,16677,16677,2492.02007984809,NA,NA
"ESP",1879,"country.name",NA,NA,2313.52004842616,16768,16768,2313.52004842616,NA,NA
"ESP",1880,"country.name",NA,NA,2517.07559103517,16859,16859,2517.07559103517,NA,NA
"ESP",1881,"country.name",NA,NA,2534.70857859047,16951,16951,2534.70857859047,NA,NA
"ESP",1882,"country.name",NA,NA,2544.29202896587,17043,17043,2544.29202896587,NA,NA
"ESP",1883,"country.name",NA,NA,2579.83806415601,17136,17136,2579.83806415601,NA,NA
"ESP",1884,"country.name",NA,NA,2587.09464438483,17230,17230,2587.09464438483,NA,NA
"ESP",1885,"country.name",NA,NA,2490.29528688953,17323,17323,2490.29528688953,NA,NA
"ESP",1886,"country.name",NA,NA,2432.04825964094,17418,17418,2432.04825964094,NA,NA
"ESP",1887,"country.name",NA,NA,2378.44576565618,17513,17513,2378.44576565618,NA,NA
"ESP",1888,"country.name",NA,NA,2472.12096473323,17600,17600,2472.12096473323,NA,NA
"ESP",1889,"country.name",NA,NA,2465.85330760777,17678,17678,2465.85330760777,NA,NA
"ESP",1890,"country.name",NA,NA,2459.6170115845,17757,17757,2459.6170115845,NA,NA
"ESP",1891,"country.name",NA,NA,2506.06565570884,17836,17836,2506.06565570884,NA,NA
"ESP",1892,"country.name",NA,NA,2716.73759265755,17916,17916,2716.73759265755,NA,NA
"ESP",1893,"country.name",NA,NA,2599.66320224153,17996,17996,2599.66320224153,NA,NA
"ESP",1894,"country.name",NA,NA,2629.26711772622,18076,18076,2629.26711772622,NA,NA
"ESP",1895,"country.name",NA,NA,2584.8320355673,18157,18157,2584.8320355673,NA,NA
"ESP",1896,"country.name",NA,NA,2328.16006867657,18238,18238,2328.16006867657,NA,NA
"ESP",1897,"country.name",NA,NA,2465.8978994256,18320,18320,2465.8978994256,NA,NA
"ESP",1898,"country.name",NA,NA,2624.47174262492,18402,18402,2624.47174262492,NA,NA
"ESP",1899,"country.name",NA,NA,2632.63867169707,18484,18484,2632.63867169707,NA,NA
"ESP",1900,"country.name",1,50,2672.39052813789,18566,18566,2672.39052813789,1,50
"ESP",1901,"country.name",NA,NA,2881.45219330882,18659,18659,2881.45219330882,1,50
"ESP",1902,"country.name",NA,NA,2736.10636133698,18788,18788,2736.10636133698,1,50
"ESP",1903,"country.name",NA,NA,2708.81399011481,18919,18919,2708.81399011481,1,50
"ESP",1904,"country.name",NA,NA,2657.07890709911,19050,19050,2657.07890709911,1,50
"ESP",1905,"country.name",NA,NA,2618.87336990843,19133,19133,2618.87336990843,1,50
"ESP",1906,"country.name",NA,NA,2770.93830995485,19316,19316,2770.93830995485,1,50
"ESP",1907,"country.name",NA,NA,2824.15853093857,19450,19450,2824.15853093857,1,50
"ESP",1908,"country.name",NA,NA,2912.79696893228,19585,19585,2912.79696893228,1,50
"ESP",1909,"country.name",NA,NA,2974.25662855563,19721,19721,2974.25662855563,1,50
"ESP",1910,"country.name",NA,NA,2819.26289215788,19858,19858,2819.26289215788,1,50
"ESP",1911,"country.name",NA,NA,3023.66160760488,19994,19994,3023.66160760488,1,50
"ESP",1912,"country.name",NA,NA,2911.0817455801,20128,20128,2911.0817455801,1,50
"ESP",1913,"country.name",NA,NA,3063.30946753964,20263,20263,3063.30946753964,1,50
"ESP",1914,"country.name",NA,NA,2958.19460123222,20398,20398,2958.19460123222,1,50
"ESP",1915,"country.name",NA,NA,2968.58530994699,20535,20535,2968.58530994699,1,50
"ESP",1916,"country.name",NA,NA,3072.80330379334,20673,20673,3072.80330379334,1,50
"ESP",1917,"country.name",NA,NA,3010.17780382291,20811,20811,3010.17780382291,1,50
"ESP",1918,"country.name",NA,NA,2975.61107209286,20950,20950,2975.61107209286,1,50
"ESP",1919,"country.name",NA,NA,3020.83666798753,21091,21091,3020.83666798753,1,50
"ESP",1920,"country.name",NA,NA,3239.31849128423,21232,21232,3239.31849128423,1,50
"ESP",1921,"country.name",NA,NA,3317.85415618649,21411,21411,3317.85415618649,1,50
"ESP",1922,"country.name",NA,NA,3423.21951907808,21628,21628,3423.21951907808,1,50
"ESP",1923,"country.name",NA,NA,3428.84608780896,21847,21847,3428.84608780896,1,50
"ESP",1924,"country.name",NA,NA,3513.82669621258,22069,22069,3513.82669621258,1,50
"ESP",1925,"country.name",NA,NA,3720.18591832496,22292,22292,3720.18591832496,1,50
"ESP",1926,"country.name",NA,NA,3645.58545934928,22518,22518,3645.58545934928,1,50
"ESP",1927,"country.name",NA,NA,3954.17761020256,22747,22747,3954.17761020256,1,50
"ESP",1928,"country.name",NA,NA,3901.83504741955,22977,22977,3901.83504741955,1,50
"ESP",1929,"country.name",NA,NA,4168.51999539167,23210,23210,4168.51999539167,1,50
"ESP",1930,"country.name",NA,NA,3918.26329715224,23445,23445,3918.26329715224,1,50
"ESP",1931,"country.name",17,NA,3781.93855826096,23675,23675,3781.93855826096,17,50
"ESP",1932,"country.name",25,75,3851.0339446991,23897,23897,3851.0339446991,25,75
"ESP",1933,"country.name",NA,NA,3685.75603107227,24122,24122,3685.75603107227,25,75
"ESP",1934,"country.name",NA,NA,3777.83847367826,24349,24349,3777.83847367826,25,75
"ESP",1935,"country.name",NA,NA,3802.31636790305,24579,24579,3802.31636790305,25,75
"ESP",1936,"country.name",NA,NA,2872.11937001217,24810,24810,2872.11937001217,25,75
"ESP",1937,"country.name",NA,NA,2650.11698887646,25043,25043,2650.11698887646,25,75
"ESP",1938,"country.name",NA,NA,2632.55115570166,25279,25279,2632.55115570166,25,75
"ESP",1939,"country.name",NA,NA,2881.37776998371,25517,25517,2881.37776998371,25,75
"ESP",1940,"country.name",NA,NA,3166.96562665576,25757,25757,3166.96562665576,25,75
"ESP",1941,"country.name",NA,NA,3187.30418006886,25979,25979,3187.30418006886,25,75
"ESP",1942,"country.name",NA,NA,3389.08084428193,26182,26182,3389.08084428193,25,75
"ESP",1943,"country.name",NA,NA,3546.60063779847,26387,26387,3546.60063779847,25,75
"ESP",1944,"country.name",NA,NA,3670.84428690895,26594,26594,3670.84428690895,25,75
"ESP",1945,"country.name",NA,NA,3352.92919966452,26802,26802,3352.92919966452,25,75
"ESP",1946,"country.name",NA,NA,3468.20320839177,27012,27012,3468.20320839177,25,75
"ESP",1947,"country.name",NA,NA,3509.07850953639,27223,27223,3509.07850953639,25,75
"ESP",1948,"country.name",NA,NA,3473.9224482393,27437,27437,3473.9224482393,25,75
"ESP",1949,"country.name",40,75,3430.70421520904,27651,27651,3430.70421520904,40,75
"ESP",1950,"country.name",NA,NA,3459.4402519108,28062.963,28062.963,3459.4402519108,40,75
"ESP",1951,"country.name",NA,NA,3785.95933916314,28298.01,28298.01,3785.95933916314,40,75
"ESP",1952,"country.name",NA,NA,4099.39922657874,28549.87,28549.87,4099.39922657874,40,75
"ESP",1953,"country.name",NA,NA,4061.81735278104,28804.128,28804.128,4061.81735278104,40,75
"ESP",1954,"country.name",NA,NA,4322.0123122369,29060.413,29060.413,4322.0123122369,40,75
"ESP",1955,"country.name",NA,NA,4436.73787334831,29318.745,29318.745,4436.73787334831,40,75
"ESP",1956,"country.name",50,75,4763.96260295763,29579.142,29579.142,4763.96260295763,50,75
"ESP",1957,"country.name",NA,NA,4893.4889663349,29841.614,29841.614,4893.4889663349,50,75
"ESP",1958,"country.name",NA,NA,5168.9110870509,30106.188,30106.188,5168.9110870509,50,75
"ESP",1959,"country.name",NA,NA,5079.29993782595,30372.877,30372.877,5079.29993782595,50,75
"ESP",1960,"country.name",NA,NA,5031.56658157244,30641.187,30641.187,5031.56658157244,50,75
"ESP",1961,"country.name",NA,NA,5581.43756691161,30903.894,30903.894,5581.43756691161,50,75
"ESP",1962,"country.name",NA,NA,6075.90955503468,31158.061,31158.061,6075.90955503468,50,75
"ESP",1963,"country.name",NA,NA,6631.57269663534,31429.834,31429.834,6631.57269663534,50,75
"ESP",1964,"country.name",NA,NA,6938.49184363521,31740.862,31740.862,6938.49184363521,50,75
"ESP",1965,"country.name",NA,NA,7411.98478294517,32084.511,32084.511,7411.98478294517,50,75
"ESP",1966,"country.name",60,75,7872.84937281018,32451.975,32451.975,7872.84937281018,60,75
"ESP",1967,"country.name",NA,NA,8207.07437363841,32850.275,32850.275,8207.07437363841,60,75
"ESP",1968,"country.name",NA,NA,8598.88130808511,33239.301,33239.301,8598.88130808511,60,75
"ESP",1969,"country.name",NA,NA,9299.07016262029,33566.084,33566.084,9299.07016262029,60,75
"ESP",1970,"country.name",NA,NA,9502.93989062928,33876.479,33876.479,9502.93989062928,60,75
"ESP",1971,"country.name",NA,NA,9885.87730470188,34195.056,34195.056,9885.87730470188,60,75
"ESP",1972,"country.name",NA,NA,10787.6926659897,34513.161,34513.161,10787.6926659897,60,75
"ESP",1973,"country.name",NA,NA,11629.7017372387,34836.716,34836.716,11629.7017372387,60,75
"ESP",1974,"country.name",65,75,12379.9497161515,35184.287,35184.287,12379.9497161515,65,75
"ESP",1975,"country.name",NA,NA,12613.3241179165,35563.535,35563.535,12613.3241179165,65,75
"ESP",1976,"country.name",NA,NA,13044.9859936766,35996.78,35996.78,13044.9859936766,65,75
"ESP",1977,"country.name",NA,NA,13335.2121388885,36439,36439,13335.2121388885,65,75
"ESP",1978,"country.name",NA,NA,13568.6761176162,36861.034,36861.034,13568.6761176162,65,75
"ESP",1979,"country.name",NA,NA,13678.0934187867,37200.014,37200.014,13678.0934187867,65,75
"ESP",1980,"country.name",NA,NA,14005.9345954545,37488.36,37488.36,14005.9345954545,65,75
"ESP",1981,"country.name",NA,NA,13895.3144841843,37750.8,37750.8,13895.3144841843,65,75
"ESP",1982,"country.name",NA,NA,14046.1041622938,37983.31,37983.31,14046.1041622938,65,75
"ESP",1983,"country.name",NA,NA,14240.9447459924,38184.166,38184.166,14240.9447459924,65,75
"ESP",1984,"country.name",NA,NA,14313.3266483274,38362.861,38362.861,14313.3266483274,65,75
"ESP",1985,"country.name",NA,NA,14696.9656773837,38534.853,38534.853,14696.9656773837,65,75
"ESP",1986,"country.name",NA,NA,15242.9806916861,38707.556,38707.556,15242.9806916861,65,75
"ESP",1987,"country.name",NA,NA,16273.0850839134,38880.702,38880.702,16273.0850839134,65,75
"ESP",1988,"country.name",NA,NA,17275.5075523348,39053.881,39053.881,17275.5075523348,65,75
"ESP",1989,"country.name",NA,NA,18360.3506626901,39214.523,39214.523,18360.3506626901,65,75
"ESP",1990,"country.name",78,75,19215,39350.769,39350.769,19215,78,75
"ESP",1991,"country.name",NA,NA,19958.0596426948,39420.56,39420.56,19958.0596426948,78,75
"ESP",1992,"country.name",NA,NA,20329.1677408367,39512.73,39512.73,20329.1677408367,78,75
"ESP",1993,"country.name",NA,NA,20056.5396155114,39599.12,39599.12,20056.5396155114,78,75
"ESP",1994,"country.name",NA,NA,20673.9544155358,39670.12,39670.12,20673.9544155358,78,75
"ESP",1995,"country.name",NA,NA,21522.0967887257,39727.55,39727.55,21522.0967887257,78,75
"ESP",1996,"country.name",NA,NA,22185.0667599764,39892.94,39892.94,22185.0667599764,78,75
"ESP",1997,"country.name",NA,NA,23113.6150704598,40058.7,40058.7,23113.6150704598,78,75
"ESP",1998,"country.name",NA,NA,24284.8613174619,40222.83,40222.83,24284.8613174619,78,75
"ESP",1999,"country.name",NA,NA,25549.5396429093,40378.47,40378.47,25549.5396429093,78,75
"ESP",2000,"country.name",NA,NA,26994.8601202917,40563.23,40563.23,26994.8601202917,78,75
"ESP",2001,"country.name",NA,NA,28153.553612966,40774.93,40774.93,28153.553612966,78,75
"ESP",2002,"country.name",NA,NA,28753.3227520684,41432.55,41432.55,28753.3227520684,78,75
"ESP",2003,"country.name",NA,NA,29371.8649278598,42205.42,42205.42,29371.8649278598,78,75
"ESP",2004,"country.name",NA,NA,30088.0926352499,42868.51,42868.51,30088.0926352499,78,75
"ESP",2005,"country.name",NA,NA,30885.6020395599,43672.12,43672.12,30885.6020395599,78,75
"ESP",2006,"country.name",NA,NA,31907.4235097587,44370.19,44370.19,31907.4235097587,78,75
"ESP",2007,"country.name",NA,NA,32735.4330979339,45245.87,45245.87,32735.4330979339,78,75
"ESP",2008,"country.name",NA,NA,32844.326112024,45993.19,45993.19,32844.326112024,78,75
"ESP",2009,"country.name",NA,NA,31669.6906208215,46377.65,46377.65,31669.6906208215,78,75
"ESP",2010,"country.name",80,75,31786.404048037,46572.63,46572.63,31786.404048037,80,75
"ESP",2011,"country.name",NA,NA,31600,46746.44,46746.44,31600,80,75
"ESP",2012,"country.name",NA,NA,30645.215366245,46776.59,46776.59,30645.215366245,80,75
"ESP",2013,"country.name",NA,NA,30327.4518490542,46603.39,46603.39,30327.4518490542,80,75
"ESP",2014,"country.name",NA,NA,30842.182876356,46465.24,46465.24,30842.182876356,80,75
"ESP",2015,"country.name",NA,NA,32057.0982556419,46420.26,46420.26,32057.0982556419,80,75
"ESP",2016,"country.name",NA,NA,33002.6743470795,46459.99,46459.99,33002.6743470795,80,75
"ESP",2017,"country.name",NA,NA,33924.1354190987,46543.01,46543.01,33924.1354190987,80,75
"ESP",2018,"country.name",85,75,34553.6259279774,46738.99,46738.99,34553.6259279774,85,75
"ESP",2019,"country.name",NA,NA,34957.4655282215,47115.62,47115.62,34957.4655282215,85,75
"ESP",2020,"country.name",NA,NA,30834.5131974243,47366.01,47366.01,30834.5131974243,85,75
"ESP",2021,"country.name",NA,NA,32553.0510281635,47341.86,47341.86,32553.0510281635,85,75
"ESP",2022,"country.name",NA,NA,34123.3867095281,47625.4,47625.4,34123.3867095281,85,75
"EST",1855,"country.name",NA,NA,1787,NA,NA,1787,NA,NA
"EST",1880,"country.name",NA,NA,NA,NA,NA,4331.91525423729,NA,NA
"EST",1890,"country.name",NA,NA,NA,NA,NA,5349.8813559322,NA,NA
"EST",1900,"country.name",NA,NA,NA,NA,NA,6367.84745762712,NA,NA
"EST",1903,"country.name",3,NA,NA,NA,NA,6673.23728813559,3,NA
"EST",1910,"country.name",NA,NA,NA,NA,NA,7385.81355932203,3,NA
"EST",1920,"country.name",NA,NA,NA,NA,NA,8403.77966101695,3,NA
"EST",1930,"country.name",NA,NA,NA,NA,NA,9421.74576271186,3,NA
"EST",1940,"country.name",40,60,NA,NA,NA,10439.7118644068,40,60
"EST",1949,"country.name",50,60,NA,NA,NA,11355.8813559322,50,60
"EST",1950,"country.name",NA,NA,NA,1095.61,1095.61,11457.6779661017,50,60
"EST",1951,"country.name",NA,NA,NA,1111.966,1111.966,11559.4745762712,50,60
"EST",1952,"country.name",NA,NA,NA,1130.445,1130.445,11661.2711864407,50,60
"EST",1953,"country.name",NA,NA,NA,1140.395,1140.395,11763.0677966102,50,60
"EST",1954,"country.name",NA,NA,NA,1148.378,1148.378,11864.8644067797,50,60
"EST",1955,"country.name",NA,NA,NA,1154.371,1154.371,11966.6610169492,50,60
"EST",1956,"country.name",57,60,NA,1162.801,1162.801,12068.4576271186,57,60
"EST",1957,"country.name",NA,NA,NA,1174.251,1174.251,12170.2542372881,57,60
"EST",1958,"country.name",NA,NA,NA,1185.336,1185.336,12272.0508474576,57,60
"EST",1959,"country.name",NA,NA,NA,1197.418,1197.418,12373.8474576271,57,60
"EST",1960,"country.name",NA,NA,NA,1210.647,1210.647,12475.6440677966,57,60
"EST",1961,"country.name",NA,NA,NA,1224.467,1224.467,12577.4406779661,57,60
"EST",1962,"country.name",NA,NA,NA,1238.786,1238.786,12679.2372881356,57,60
"EST",1963,"country.name",NA,NA,NA,1254.604,1254.604,12781.0338983051,57,60
"EST",1964,"country.name",NA,NA,NA,1272.439,1272.439,12882.8305084746,57,60
"EST",1965,"country.name",NA,NA,NA,1287.808,1287.808,12984.6271186441,57,60
"EST",1966,"country.name",NA,NA,NA,1300.177,1300.177,13086.4237288136,57,60
"EST",1967,"country.name",NA,NA,NA,1311.56,1311.56,13188.2203389831,57,60
"EST",1968,"country.name",NA,NA,NA,1324.437,1324.437,13290.0169491525,57,60
"EST",1969,"country.name",NA,NA,NA,1342.891,1342.891,13391.813559322,57,60
"EST",1970,"country.name",NA,NA,NA,1363.183,1363.183,13493.6101694915,57,60
"EST",1971,"country.name",NA,NA,NA,1381.459,1381.459,13595.406779661,57,60
"EST",1972,"country.name",NA,NA,NA,1397.391,1397.391,13697.2033898305,57,60
"EST",1973,"country.name",70,90,13799,1410.836,1410.836,13799,70,90
"EST",1974,"country.name",NA,NA,NA,1422.291,1422.291,13976.8571428571,70,90
"EST",1975,"country.name",NA,NA,NA,1432.246,1432.246,14154.7142857143,70,90
"EST",1976,"country.name",NA,NA,NA,1442.204,1442.204,14332.5714285714,70,90
"EST",1977,"country.name",NA,NA,NA,1453.168,1453.168,14510.4285714286,70,90
"EST",1978,"country.name",NA,NA,NA,1463.533,1463.533,14688.2857142857,70,90
"EST",1979,"country.name",NA,NA,NA,1472.244,1472.244,14866.1428571429,70,90
"EST",1980,"country.name",NA,NA,15044,1482.196,1482.196,15044,70,90
"EST",1981,"country.name",NA,NA,15478,1493.318,1493.318,15478,70,90
"EST",1982,"country.name",NA,NA,15927,1504.043,1504.043,15927,70,90
"EST",1983,"country.name",NA,NA,16361,1514.671,1514.671,16361,70,90
"EST",1984,"country.name",NA,NA,16660,1526.128,1526.128,16660,70,90
"EST",1985,"country.name",80,90,16541,1538.224,1538.224,16541,80,90
"EST",1986,"country.name",NA,NA,16866,1550.072,1550.072,16866,80,90
"EST",1987,"country.name",NA,NA,16898,1562.224,1562.224,16898,80,90
"EST",1988,"country.name",NA,NA,17661,1569.187,1569.187,17661,80,90
"EST",1989,"country.name",NA,NA,18779,1570.926,1570.926,18779,80,90
"EST",1990,"country.name",NA,NA,17247,1569.322,1569.322,17247,80,90
"EST",1991,"country.name",NA,NA,15350.6348703369,1559.55,1559.55,15350.6348703369,80,90
"EST",1992,"country.name",NA,NA,13214.387635358,1528.72,1528.72,13214.387635358,80,90
"EST",1993,"country.name",75,100,12207.1842390983,1491.43,1491.43,12207.1842390983,75,100
"EST",1994,"country.name",NA,NA,12070.0605630271,1467.54,1467.54,12070.0605630271,75,100
"EST",1995,"country.name",NA,NA,12881.2785038085,1446.51,1446.51,12881.2785038085,75,100
"EST",1996,"country.name",NA,NA,13547.6609071373,1423.63,1423.63,13547.6609071373,75,100
"EST",1997,"country.name",NA,NA,15074.7754666063,1404.46,1404.46,15074.7754666063,75,100
"EST",1998,"country.name",NA,NA,15593.0050531936,1391.57,1391.57,15593.0050531936,75,100
"EST",1999,"country.name",NA,NA,15335.106288821,1377.68,1377.68,15335.106288821,75,100
"EST",2000,"country.name",NA,NA,16806.9746197181,1399.76,1399.76,16806.9746197181,75,100
"EST",2001,"country.name",NA,NA,17696.610116415,1391.17,1391.17,17696.610116415,75,100
"EST",2002,"country.name",75,100,18589.1494781568,1381.98,1381.98,18589.1494781568,75,100
"EST",2003,"country.name",NA,NA,19771.742979817,1373.69,1373.69,19771.742979817,75,100
"EST",2004,"country.name",NA,NA,20803.7575925869,1364.8,1364.8,20803.7575925869,75,100
"EST",2005,"country.name",NA,NA,22518.5412416604,1357.41,1357.41,22518.5412416604,75,100
"EST",2006,"country.name",NA,NA,24578.8162003913,1349.22,1349.22,24578.8162003913,75,100
"EST",2007,"country.name",NA,NA,26177.8716752253,1341.42,1341.42,26177.8716752253,75,100
"EST",2008,"country.name",NA,NA,24429.0222103868,1336.93,1336.93,24429.0222103868,75,100
"EST",2009,"country.name",NA,NA,20538.0480903784,1334.23,1334.23,20538.0480903784,75,100
"EST",2010,"country.name",75,100,20713.4255637266,1331.84,1331.84,20713.4255637266,75,100
"EST",2011,"country.name",NA,NA,21997,1328.24,1328.24,21997,75,100
"EST",2012,"country.name",NA,NA,22784.3000102147,1323.74,1323.74,22784.3000102147,75,100
"EST",2013,"country.name",NA,NA,23204.1107488606,1318.75,1318.75,23204.1107488606,75,100
"EST",2014,"country.name",NA,NA,23982.8275760007,1314.35,1314.35,23982.8275760007,75,100
"EST",2015,"country.name",NA,NA,24473.6598994807,1311.86,1311.86,24473.6598994807,75,100
"EST",2016,"country.name",NA,NA,25196.1537732171,1314.45,1314.45,25196.1537732171,75,100
"EST",2017,"country.name",NA,NA,26661.6267511985,1314.15,1314.15,26661.6267511985,75,100
"EST",2018,"country.name",77,100,27596.4103735165,1317.68,1317.68,27596.4103735165,77,100
"EST",2019,"country.name",NA,NA,28505.604119981,1323.36,1323.36,28505.604119981,77,100
"EST",2020,"country.name",NA,NA,28261.5825720425,1327.43,1327.43,28261.5825720425,77,100
"EST",2021,"country.name",NA,NA,30499.1570565719,1328.61,1328.61,30499.1570565719,77,100
"EST",2022,"country.name",NA,NA,30067.3954097423,1330.34,1330.34,30067.3954097423,77,100
"ETH",1,"country.name",NA,NA,NA,500,500,NA,NA,NA
"ETH",1000,"country.name",NA,NA,NA,1000,1000,NA,NA,NA
"ETH",1500,"country.name",NA,NA,NA,2000,2000,NA,NA,NA
"ETH",1600,"country.name",NA,NA,NA,2250,2250,NA,NA,NA
"ETH",1700,"country.name",NA,NA,NA,2500,2500,NA,NA,NA
"ETH",1820,"country.name",NA,NA,NA,3154,3154,NA,NA,NA
"ETH",1880,"country.name",NA,NA,NA,NA,11208.4080840433,NA,NA,NA
"ETH",1890,"country.name",NA,NA,NA,NA,12550.8094313838,NA,NA,NA
"ETH",1900,"country.name",NA,NA,NA,NA,13893.2107787244,NA,NA,NA
"ETH",1910,"country.name",NA,NA,NA,NA,15235.6121260649,NA,NA,NA
"ETH",1920,"country.name",NA,NA,NA,NA,16578.0134734055,NA,NA,NA
"ETH",1930,"country.name",NA,NA,NA,NA,17920.414820746,NA,NA,NA
"ETH",1940,"country.name",NA,NA,NA,NA,19262.8161680866,NA,NA,NA
"ETH",1950,"country.name",NA,NA,622,20605.2175154271,20605.2175154271,622,NA,NA
"ETH",1951,"country.name",NA,NA,630,20943.8602751692,20943.8602751692,630,NA,NA
"ETH",1952,"country.name",NA,NA,636,21295.2985295682,21295.2985295682,636,NA,NA
"ETH",1953,"country.name",NA,NA,662,21659.9858841143,21659.9858841143,662,NA,NA
"ETH",1954,"country.name",NA,NA,650,22038.3998182708,22038.3998182708,650,NA,NA
"ETH",1955,"country.name",NA,NA,673,22431.0369106795,22431.0369106795,673,NA,NA
"ETH",1956,"country.name",0.5,NA,682,22838.42238875,22838.42238875,682,0.5,NA
"ETH",1957,"country.name",NA,NA,665,23261.1043989061,23261.1043989061,665,0.5,NA
"ETH",1958,"country.name",NA,NA,674,23699.6520966681,23699.6520966681,674,0.5,NA
"ETH",1959,"country.name",NA,NA,681,24153.1248474933,24153.1248474933,681,0.5,NA
"ETH",1960,"country.name",NA,NA,701,24622.0593382984,24622.0593382984,701,0.5,NA
"ETH",1961,"country.name",NA,NA,722,25104.9916170491,25104.9916170491,722,0.5,NA
"ETH",1962,"country.name",6,80,736,25604.3491893365,25604.3491893365,736,6,80
"ETH",1963,"country.name",NA,NA,818,26120.727949531,26120.727949531,818,6,80
"ETH",1964,"country.name",NA,NA,840,26653.6189045246,26653.6189045246,840,6,80
"ETH",1965,"country.name",NA,NA,872,27203.6370478661,27203.6370478661,872,6,80
"ETH",1966,"country.name",NA,NA,888,27771.3429404453,27771.3429404453,888,6,80
"ETH",1967,"country.name",NA,NA,907,28343.7691949985,28343.7691949985,907,6,80
"ETH",1968,"country.name",NA,NA,902,28943.2102826252,28943.2102826252,902,6,80
"ETH",1969,"country.name",NA,NA,917,29574.4954306169,29574.4954306169,917,6,80
"ETH",1970,"country.name",NA,NA,948,30204.3615096438,30204.3615096438,948,6,80
"ETH",1971,"country.name",NA,NA,968,30852.8110893815,30852.8110893815,968,6,80
"ETH",1972,"country.name",NA,NA,995,31542.8271663156,31542.8271663156,995,6,80
"ETH",1973,"country.name",NA,NA,1004,32264.25566218,32264.25566218,1004,6,80
"ETH",1974,"country.name",10,80,993,33022.3612655367,33022.3612655367,993,10,80
"ETH",1975,"country.name",NA,NA,972,33802.5904023451,33802.5904023451,972,10,80
"ETH",1976,"country.name",NA,NA,974,34659.3117491709,34659.3117491709,974,10,80
"ETH",1977,"country.name",NA,NA,977,35458.0460800581,35458.0460800581,977,10,80
"ETH",1978,"country.name",NA,NA,952,36053.8010262283,36053.8010262283,952,10,80
"ETH",1979,"country.name",NA,NA,999,36499.5548440501,36499.5548440501,999,10,80
"ETH",1980,"country.name",NA,NA,1033,36866.3784417149,36866.3784417149,1033,10,80
"ETH",1981,"country.name",NA,NA,1009,38541.5396968776,38541.5396968776,1009,10,80
"ETH",1982,"country.name",NA,NA,980,40289.7027871811,40289.7027871811,980,10,80
"ETH",1983,"country.name",NA,NA,999,41502.4184974445,41502.4184974445,999,10,80
"ETH",1984,"country.name",NA,NA,956,42507.4134519205,42507.4134519205,956,10,80
"ETH",1985,"country.name",NA,NA,880,43134.1740045182,43134.1740045182,880,10,80
"ETH",1986,"country.name",NA,NA,920,43916.8583407268,43916.8583407268,920,10,80
"ETH",1987,"country.name",NA,NA,980,45099.1041765205,45099.1041765205,980,10,80
"ETH",1988,"country.name",NA,NA,969,46482.3745961086,46482.3745961086,969,10,80
"ETH",1989,"country.name",NA,NA,956,47870.3844768493,47870.3844768493,956,10,80
"ETH",1990,"country.name",NA,NA,915,49214.1205518368,49214.1205518368,915,10,80
"ETH",1991,"country.name",NA,NA,810.790102384151,51120.28,51120.28,810.790102384151,10,80
