"iso3c","year","country","cov","gen","gdp","pop","pop_i","gdp_i","cov_i","gen_i"
"AFG",1820,"country.name",NA,NA,NA,3280,3280,NA,NA,NA
"AFG",1870,"country.name",NA,NA,NA,4207,4207,NA,NA,NA
"AFG",1880,"country.name",NA,NA,NA,NA,4561.18604651163,NA,NA,NA
"AFG",1890,"country.name",NA,NA,NA,NA,4915.37209302326,NA,NA,NA
"AFG",1900,"country.name",NA,NA,NA,NA,5269.55813953488,NA,NA,NA
"AFG",1910,"country.name",NA,NA,NA,NA,5623.74418604651,NA,NA,NA
"AFG",1913,"country.name",NA,NA,NA,5730,5730,NA,NA,NA
"AFG",1920,"country.name",NA,NA,NA,NA,6187.83783783784,NA,NA,NA
"AFG",1930,"country.name",NA,NA,NA,NA,6841.89189189189,NA,NA,NA
"AFG",1940,"country.name",NA,NA,NA,NA,7495.94594594595,NA,NA,NA
"AFG",1946,"country.name",3,0,NA,NA,7888.37837837838,NA,3,0
"AFG",1950,"country.name",NA,NA,1156,8150,8150,1156,3,0
"AFG",1951,"country.name",NA,NA,1170,8284,8284,1170,3,0
"AFG",1952,"country.name",NA,NA,1189,8425,8425,1189,3,0
"AFG",1953,"country.name",NA,NA,1240,8573,8573,1240,3,0
"AFG",1954,"country.name",NA,NA,1245,8728,8728,1245,3,0
"AFG",1955,"country.name",NA,NA,1246,8891,8891,1246,3,0
"AFG",1956,"country.name",NA,NA,1278,9062,9062,1278,3,0
"AFG",1957,"country.name",NA,NA,1253,9241,9241,1253,3,0
"AFG",1958,"country.name",NA,NA,1298,9429,9429,1298,3,0
"AFG",1959,"country.name",NA,NA,1307,9625,9625,1307,3,0
"AFG",1960,"country.name",NA,NA,1326,9829,9829,1326,3,0
"AFG",1961,"country.name",NA,NA,1309,10043,10043,1309,3,0
"AFG",1962,"country.name",NA,NA,1302,10267,10267,1302,3,0
"AFG",1963,"country.name",NA,NA,1298,10501,10501,1298,3,0
"AFG",1964,"country.name",NA,NA,1291,10744,10744,1291,3,0
"AFG",1965,"country.name",NA,NA,1290,10998,10998,1290,3,0
"AFG",1966,"country.name",NA,NA,1272,11262,11262,1272,3,0
"AFG",1967,"country.name",NA,NA,1277,11538,11538,1277,3,0
"AFG",1968,"country.name",NA,NA,1290,11825,11825,1290,3,0
"AFG",1969,"country.name",NA,NA,1278,12123,12123,1278,3,0
"AFG",1970,"country.name",NA,NA,1272,12431,12431,1272,3,0
"AFG",1971,"country.name",NA,NA,1237,12749,12749,1237,3,0
"AFG",1972,"country.name",NA,NA,1007,13079,13079,1007,3,0
"AFG",1973,"country.name",NA,NA,1011,13421,13421,1011,3,0
"AFG",1974,"country.name",NA,NA,1039,13772,13772,1039,3,0
"AFG",1975,"country.name",NA,NA,1074,14132,14132,1074,3,0
"AFG",1976,"country.name",NA,NA,1105,14501,14501,1105,3,0
"AFG",1977,"country.name",NA,NA,1022,14880,14880,1022,3,0
"AFG",1978,"country.name",NA,NA,1070,15269,15269,1070,3,0
"AFG",1979,"country.name",NA,NA,1023,15556,15556,1023,3,0
"AFG",1980,"country.name",NA,NA,1019,15044,15044,1019,3,0
"AFG",1981,"country.name",NA,NA,1144,13676,13676,1144,3,0
"AFG",1982,"country.name",NA,NA,1270,12583,12583,1270,3,0
"AFG",1983,"country.name",NA,NA,1347,12439,12439,1347,3,0
"AFG",1984,"country.name",NA,NA,1337,12769,12769,1337,3,0
"AFG",1985,"country.name",NA,NA,1304,13120,13120,1304,3,0
"AFG",1986,"country.name",NA,NA,1344,13126,13126,1344,3,0
"AFG",1987,"country.name",12,40,1211,13056,13056,1211,12,40
"AFG",1988,"country.name",NA,NA,1101,13169,13169,1101,12,40
"AFG",1989,"country.name",NA,NA,999,13503,13503,999,12,40
"AFG",1990,"country.name",3,40,963,13568,13568,963,3,40
"AFG",1991,"country.name",NA,NA,881.170438588735,13672,13672,881.170438588735,3,40
"AFG",1992,"country.name",NA,NA,843.875348899883,15023,15023,843.875348899883,3,40
"AFG",1993,"country.name",NA,NA,578.402744031048,17003,17003,578.402744031048,3,40
"AFG",1994,"country.name",NA,NA,428.424558289543,18486,18486,428.424558289543,3,40
"AFG",1995,"country.name",NA,NA,632.940396261985,19445,19445,632.940396261985,3,40
"AFG",1996,"country.name",NA,NA,600.175264462535,20111,20111,600.175264462535,3,40
"AFG",1997,"country.name",NA,NA,570.598118955881,20769,20769,570.598118955881,3,40
"AFG",1998,"country.name",NA,NA,545.038752668709,21452,21452,545.038752668709,3,40
"AFG",1999,"country.name",NA,NA,518.657866732878,22206,22206,518.657866732878,3,40
"AFG",2000,"country.name",0,40,502.372745598633,22461,22461,502.372745598633,0,40
"AFG",2001,"country.name",NA,NA,489.681996907494,22507,22507,489.681996907494,0,40
"AFG",2002,"country.name",NA,NA,796.816563246003,23600,23600,796.816563246003,0,40
"AFG",2003,"country.name",NA,NA,842.805165479659,25005,25005,842.805165479659,0,40
"AFG",2004,"country.name",NA,NA,869.039272786813,25698,25698,869.039272786813,0,40
"AFG",2005,"country.name",NA,NA,964.4081099473,26335,26335,964.4081099473,0,40
"AFG",2006,"country.name",NA,NA,1057.09655092876,27154,27154,1057.09655092876,0,40
"AFG",2007,"country.name",NA,NA,1259.99674275737,27387,27387,1259.99674275737,0,40
"AFG",2008,"country.name",NA,NA,1319.60736728553,27706,27706,1319.60736728553,0,40
"AFG",2009,"country.name",NA,NA,1557.32063657228,28484,28484,1557.32063657228,0,40
"AFG",2010,"country.name",0,40,1627.67163410066,29121,29121,1627.67163410066,0,40
"AFG",2011,"country.name",NA,NA,1792,29758,29758,1792,0,40
"AFG",2012,"country.name",NA,NA,1945,30420,30420,1945,0,40
"AFG",2013,"country.name",NA,NA,2025,31108,31108,2025,0,40
"AFG",2014,"country.name",NA,NA,2022,31823,31823,2022,0,40
"AFG",2015,"country.name",NA,NA,1928,32564,32564,1928,0,40
"AFG",2016,"country.name",NA,NA,1931.2438124834,33332,33332,1931.2438124834,0,40
"AFG",2017,"country.name",NA,NA,1909.73301493299,34124.811,34124.811,1909.73301493299,0,40
"AFG",2018,"country.name",4.2,40,1888.81392781004,34940.837,34940.837,1888.81392781004,4.2,40
"AFG",2019,"country.name",NA,NA,2031.73734930784,35972.024915857,35972.024915857,2031.73734930784,4.2,40
"AFG",2020,"country.name",NA,NA,1928.45468284413,37033.6456607217,37033.6456607217,1928.45468284413,4.2,40
"AFG",2021,"country.name",NA,NA,1485.54700630816,38126.5973803805,38126.5973803805,1485.54700630816,4.2,40
"AFG",2022,"country.name",NA,NA,1357.98782252128,39251.804727056,39251.804727056,1357.98782252128,4.2,40
"AGO",1880,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1890,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1900,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1910,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1920,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1930,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1940,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1950,"country.name",NA,NA,1677,4117.617,4117.617,1677,NA,NA
"AGO",1951,"country.name",NA,NA,1715,4173.095,4173.095,1715,NA,NA
"AGO",1952,"country.name",NA,NA,1755,4232.095,4232.095,1755,NA,NA
"AGO",1953,"country.name",NA,NA,1795,4293.84,4293.84,1795,NA,NA
"AGO",1954,"country.name",NA,NA,1720,4357.527,4357.527,1720,NA,NA
"AGO",1955,"country.name",NA,NA,1830,4423.223,4423.223,1830,NA,NA
"AGO",1956,"country.name",NA,NA,1769,4490.992,4490.992,1769,NA,NA
"AGO",1957,"country.name",NA,NA,1908,4561.361,4561.361,1908,NA,NA
"AGO",1958,"country.name",2.5,NA,1978,4635.885,4635.885,1978,2.5,NA
"AGO",1959,"country.name",NA,NA,1953,4714.676,4714.676,1953,2.5,NA
"AGO",1960,"country.name",3,NA,1997,4797.344,4797.344,1997,3,NA
"AGO",1961,"country.name",NA,NA,2225,4752.489,4752.489,2225,3,NA
"AGO",1962,"country.name",NA,NA,2128,4826.015,4826.015,2128,3,NA
"AGO",1963,"country.name",NA,NA,2200,4919.586,4919.586,2200,3,NA
"AGO",1964,"country.name",NA,NA,2407,5026.044,5026.044,2407,3,NA
"AGO",1965,"country.name",NA,NA,2544,5134.818,5134.818,2544,3,NA
"AGO",1966,"country.name",NA,NA,2646,5201.25,5201.25,2646,3,NA
"AGO",1967,"country.name",NA,NA,2753,5247.469,5247.469,2753,3,NA
"AGO",1968,"country.name",NA,NA,2665,5350.384,5350.384,2665,3,NA
"AGO",1969,"country.name",NA,NA,2695,5471.641,5471.641,2695,3,NA
"AGO",1970,"country.name",NA,NA,2818,5605.626,5605.626,2818,3,NA
"AGO",1971,"country.name",NA,NA,2754,5752.957,5752.957,2754,3,NA
"AGO",1972,"country.name",NA,NA,2729,5895.212,5895.212,2729,3,NA
"AGO",1973,"country.name",NA,NA,2852,6026.363,6026.363,2852,3,NA
"AGO",1974,"country.name",NA,NA,2727,5987.492,5987.492,2727,3,NA
"AGO",1975,"country.name",NA,NA,1710,5885.455,5885.455,1710,3,NA
"AGO",1976,"country.name",NA,NA,1521,5943.466,5943.466,1521,3,NA
"AGO",1977,"country.name",NA,NA,1500,6163.714,6163.714,1500,3,NA
"AGO",1978,"country.name",NA,NA,1530,6287.18,6287.18,1530,3,NA
"AGO",1979,"country.name",NA,NA,1527,6452.546,6452.546,1527,3,NA
"AGO",1980,"country.name",NA,NA,1532,6743.08,6743.08,1532,3,NA
"AGO",1981,"country.name",11,NA,1471,6879.574,6879.574,1471,11,NA
"AGO",1982,"country.name",NA,NA,1374,7018.526,7018.526,1374,11,NA
"AGO",1983,"country.name",NA,NA,1288,7240.535,7240.535,1288,11,NA
"AGO",1984,"country.name",NA,NA,1259,7442.448,7442.448,1259,11,NA
"AGO",1985,"country.name",NA,NA,1242,7584.709,7584.709,1242,11,NA
"AGO",1986,"country.name",NA,NA,1106,7748.632,7748.632,1106,11,NA
"AGO",1987,"country.name",NA,NA,1211,7878.396,7878.396,1211,11,NA
"AGO",1988,"country.name",NA,NA,1360,8023.39,8023.39,1360,11,NA
"AGO",1989,"country.name",NA,NA,1360,8153.844,8153.844,1360,11,NA
"AGO",1990,"country.name",20,60,1384,8296.606,8296.606,1384,20,60
"AGO",1991,"country.name",NA,NA,1437.14724497403,8587.26,8587.26,1437.14724497403,20,60
"AGO",1992,"country.name",NA,NA,1389.32948669997,8898.84,8898.84,1389.32948669997,20,60
"AGO",1993,"country.name",NA,NA,1080.48064392033,9241.7,9241.7,1080.48064392033,20,60
"AGO",1994,"country.name",NA,NA,1120.84815009607,9600.6,9600.6,1120.84815009607,20,60
"AGO",1995,"country.name",NA,NA,1319.15894990345,9963.75,9963.75,1319.15894990345,20,60
"AGO",1996,"country.name",NA,NA,1533.98393133996,10312.91,10312.91,1533.98393133996,20,60
"AGO",1997,"country.name",NA,NA,1687.31778831254,10651.4,10651.4,1687.31778831254,20,60
"AGO",1998,"country.name",NA,NA,1811.16814110069,10990.17,10990.17,1811.16814110069,20,60
"AGO",1999,"country.name",NA,NA,1899.41520607372,11333.74,11333.74,1899.41520607372,20,60
"AGO",2000,"country.name",NA,NA,2013.63622951894,11676.48,11676.48,2013.63622951894,20,60
"AGO",2001,"country.name",NA,NA,2162.4850193097,12030.15,12030.15,2162.4850193097,20,60
"AGO",2002,"country.name",NA,NA,2522.67186079884,12443.08,12443.08,2522.67186079884,20,60
"AGO",2003,"country.name",NA,NA,2711.92831057414,12935.95,12935.95,2711.92831057414,20,60
"AGO",2004,"country.name",30,75,3064.29865043472,13480.16,13480.16,3064.29865043472,30,75
"AGO",2005,"country.name",NA,NA,3708.77058194222,14012.1,14012.1,3708.77058194222,30,75
"AGO",2006,"country.name",NA,NA,4592.33730566167,14534.99,14534.99,4592.33730566167,30,75
"AGO",2007,"country.name",NA,NA,5773.54828908847,15083.68,15083.68,5773.54828908847,30,75
"AGO",2008,"country.name",25,75,6743.74819580276,15657.93,15657.93,6743.74819580276,25,75
"AGO",2009,"country.name",NA,NA,7087.60411258477,16260.48,16260.48,7087.60411258477,25,75
"AGO",2010,"country.name",NA,NA,7520.66576967863,16884.7,16884.7,7520.66576967863,25,75
"AGO",2011,"country.name",NA,NA,8016,17524.61,17524.61,8016,25,75
"AGO",2012,"country.name",NA,NA,8376.94607723474,18201.96,18201.96,8376.94607723474,25,75
"AGO",2013,"country.name",NA,NA,8463.94194708287,18907.51,18907.51,8463.94194708287,25,75
"AGO",2014,"country.name",NA,NA,8548.29282203195,19623.85,19623.85,8548.29282203195,25,75
"AGO",2015,"country.name",NA,NA,8319.56735504803,20353.7,20353.7,8319.56735504803,25,75
"AGO",2016,"country.name",NA,NA,7819.14730305939,21097.59,21097.59,7819.14730305939,25,75
"AGO",2017,"country.name",NA,NA,7535.61241080035,21858.57,21858.57,7535.61241080035,25,75
"AGO",2018,"country.name",NA,NA,7180.35523463412,22638.16,22638.16,7180.35523463412,25,75
"AGO",2019,"country.name",25,75,6886.95413602085,23436.91,23436.91,6886.95413602085,25,75
"AGO",2020,"country.name",NA,NA,6279.92908499299,24253.25,24253.25,6279.92908499299,25,75
"AGO",2021,"country.name",NA,NA,6137.00384465022,25089.1,25089.1,6137.00384465022,25,75
"AGO",2022,"country.name",NA,NA,6118.90489662941,25878.2,25878.2,6118.90489662941,25,75
"ALB",1,"country.name",NA,NA,NA,200,200,NA,NA,NA
"ALB",1000,"country.name",NA,NA,NA,200,200,NA,NA,NA
"ALB",1500,"country.name",NA,NA,NA,200,200,NA,NA,NA
"ALB",1600,"country.name",NA,NA,NA,200,200,NA,NA,NA
"ALB",1700,"country.name",NA,NA,NA,300,300,NA,NA,NA
"ALB",1820,"country.name",NA,NA,NA,437,437,NA,NA,NA
"ALB",1850,"country.name",NA,NA,NA,500,500,NA,NA,NA
"ALB",1870,"country.name",NA,NA,711,603,603,711,NA,NA
"ALB",1880,"country.name",NA,NA,NA,NA,664.5,832,NA,NA
"ALB",1890,"country.name",NA,NA,953,726,726,953,NA,NA
"ALB",1900,"country.name",NA,NA,1092,800,800,1092,NA,NA
"ALB",1910,"country.name",NA,NA,1243,874,874,1243,NA,NA
"ALB",1913,"country.name",NA,NA,1293,898,898,1293,NA,NA
"ALB",1920,"country.name",NA,NA,NA,932,932,1373.0625,NA,NA
"ALB",1921,"country.name",NA,NA,NA,937,937,1384.5,NA,NA
"ALB",1922,"country.name",NA,NA,NA,942,942,1395.9375,NA,NA
"ALB",1923,"country.name",NA,NA,NA,947,947,1407.375,NA,NA
"ALB",1924,"country.name",NA,NA,NA,952,952,1418.8125,NA,NA
"ALB",1925,"country.name",NA,NA,NA,956,956,1430.25,NA,NA
"ALB",1926,"country.name",NA,NA,NA,962,962,1441.6875,NA,NA
"ALB",1927,"country.name",NA,NA,NA,967,967,1453.125,NA,NA
"ALB",1928,"country.name",NA,NA,NA,972,972,1464.5625,NA,NA
"ALB",1929,"country.name",NA,NA,1476,977,977,1476,NA,NA
"ALB",1930,"country.name",NA,NA,NA,982,982,1481.71428571429,NA,NA
"ALB",1931,"country.name",NA,NA,NA,988,988,1487.42857142857,NA,NA
"ALB",1932,"country.name",NA,NA,NA,993,993,1493.14285714286,NA,NA
"ALB",1933,"country.name",NA,NA,NA,998,998,1498.85714285714,NA,NA
"ALB",1934,"country.name",NA,NA,NA,1003,1003,1504.57142857143,NA,NA
"ALB",1935,"country.name",NA,NA,NA,1009,1009,1510.28571428571,NA,NA
"ALB",1936,"country.name",NA,NA,NA,1014,1014,1516,NA,NA
"ALB",1937,"country.name",NA,NA,NA,1030,1030,1521.71428571429,NA,NA
"ALB",1938,"country.name",NA,NA,NA,1040,1040,1527.42857142857,NA,NA
"ALB",1939,"country.name",NA,NA,NA,1070,1070,1533.14285714286,NA,NA
"ALB",1940,"country.name",NA,NA,NA,1088,1088,1538.85714285714,NA,NA
"ALB",1941,"country.name",NA,NA,NA,1100,1100,1544.57142857143,NA,NA
"ALB",1942,"country.name",NA,NA,NA,1117,1117,1550.28571428571,NA,NA
"ALB",1943,"country.name",NA,NA,NA,1119,1119,1556,NA,NA
"ALB",1944,"country.name",NA,NA,NA,1122,1122,1561.71428571429,NA,NA
"ALB",1945,"country.name",NA,NA,NA,1138,1138,1567.42857142857,NA,NA
"ALB",1946,"country.name",NA,NA,NA,1154,1154,1573.14285714286,NA,NA
"ALB",1947,"country.name",25,75,NA,1175,1175,1578.85714285714,25,75
"ALB",1948,"country.name",NA,NA,NA,1192,1192,1584.57142857143,25,75
"ALB",1949,"country.name",NA,NA,NA,1209,1209,1590.28571428571,25,75
"ALB",1950,"country.name",NA,NA,1596,1227.156,1227.156,1596,25,75
"ALB",1951,"country.name",NA,NA,1666,1254.119,1254.119,1666,25,75
"ALB",1952,"country.name",NA,NA,1667,1282.697,1282.697,1667,25,75
"ALB",1953,"country.name",35,70,1736,1314.608,1314.608,1736,35,70
"ALB",1954,"country.name",NA,NA,1785,1352.982,1352.982,1785,35,70
"ALB",1955,"country.name",NA,NA,1882,1392.164,1392.164,1882,35,70
"ALB",1956,"country.name",NA,NA,1902,1434.476,1434.476,1902,35,70
"ALB",1957,"country.name",NA,NA,2023,1476.505,1476.505,2023,35,70
"ALB",1958,"country.name",NA,NA,2114,1521.417,1521.417,2114,35,70
"ALB",1959,"country.name",NA,NA,2201,1571.329,1571.329,2201,35,70
"ALB",1960,"country.name",NA,NA,2313,1623.114,1623.114,2313,35,70
"ALB",1961,"country.name",NA,NA,2332,1676.635,1676.635,2332,35,70
"ALB",1962,"country.name",NA,NA,2409,1728.137,1728.137,2409,35,70
"ALB",1963,"country.name",NA,NA,2491,1779.715,1779.715,2491,35,70
"ALB",1964,"country.name",NA,NA,2576,1832.284,1832.284,2576,35,70
"ALB",1965,"country.name",NA,NA,2670,1883.652,1883.652,2670,35,70
"ALB",1966,"country.name",40,95,2770,1932.963,1932.963,2770,40,95
"ALB",1967,"country.name",NA,NA,2876,1984.06,1984.06,2876,40,95
"ALB",1968,"country.name",NA,NA,2979,2038.698,2038.698,2979,40,95
"ALB",1969,"country.name",NA,NA,3080,2100.263,2100.263,3080,40,95
"ALB",1970,"country.name",NA,NA,3194,2156.612,2156.612,3194,40,95
"ALB",1971,"country.name",NA,NA,3322,2208.719,2208.719,3322,40,95
"ALB",1972,"country.name",NA,NA,3451,2263.554,2263.554,3451,40,95
"ALB",1973,"country.name",NA,NA,3623,2295.691,2295.691,3623,40,95
"ALB",1974,"country.name",NA,NA,3637,2347.924,2347.924,3637,40,95
"ALB",1975,"country.name",NA,NA,3649,2401.108,2401.108,3649,40,95
"ALB",1976,"country.name",NA,NA,3665,2454.824,2454.824,3665,40,95
"ALB",1977,"country.name",NA,NA,3681,2509.048,2509.048,3681,40,95
"ALB",1978,"country.name",NA,NA,3696,2563.376,2563.376,3696,40,95
"ALB",1979,"country.name",NA,NA,3716,2617.679,2617.679,3716,40,95
"ALB",1980,"country.name",NA,NA,3741,2671.412,2671.412,3741,40,95
"ALB",1981,"country.name",45,95,3762,2724.272,2724.272,3762,45,95
"ALB",1982,"country.name",NA,NA,3783,2780.097,2780.097,3783,45,95
"ALB",1983,"country.name",NA,NA,3805,2837.315,2837.315,3805,45,95
"ALB",1984,"country.name",NA,NA,3826,2895.998,2895.998,3826,45,95
"ALB",1985,"country.name",NA,NA,3846,2956.697,2956.697,3846,45,95
"ALB",1986,"country.name",NA,NA,3870,3015.438,3015.438,3870,45,95
"ALB",1987,"country.name",NA,NA,3894,3075.321,3075.321,3894,45,95
"ALB",1988,"country.name",NA,NA,3920,3136.843,3136.843,3920,45,95
"ALB",1989,"country.name",NA,NA,3948,3195.8,3195.8,3948,45,95
"ALB",1990,"country.name",NA,NA,3983,3250.778,3250.778,3983,45,95
"ALB",1991,"country.name",NA,NA,2942.10059831345,3186.79,3186.79,2942.10059831345,45,95
"ALB",1992,"country.name",NA,NA,2841.76516466455,3077.55,3077.55,2841.76516466455,45,95
"ALB",1993,"country.name",30,100,3137.0239335031,3071.81,3071.81,3137.0239335031,30,100
"ALB",1994,"country.name",NA,NA,3399.71018272432,3116.77,3116.77,3399.71018272432,30,100
"ALB",1995,"country.name",NA,NA,3666.65056914009,3163.85,3163.85,3666.65056914009,30,100
"ALB",1996,"country.name",NA,NA,3965.68531531917,3144.19,3144.19,3965.68531531917,30,100
"ALB",1997,"country.name",NA,NA,3526.98564071555,3124.52,3124.52,3526.98564071555,30,100
"ALB",1998,"country.name",NA,NA,3873.37315205246,3104.85,3104.85,3873.37315205246,30,100
"ALB",1999,"country.name",NA,NA,4432.04263745532,3085.19,3085.19,4432.04263745532,30,100
"ALB",2000,"country.name",NA,NA,4808.47961481352,3064.76,3064.76,4808.47961481352,30,100
"ALB",2001,"country.name",NA,NA,5285.80909643499,3046.63,3046.63,5285.80909643499,30,100
"ALB",2002,"country.name",NA,NA,5608.96234460107,3037.51,3037.51,5608.96234460107,30,100
"ALB",2003,"country.name",NA,NA,6004.64523899215,3026.17,3026.17,6004.64523899215,30,100
"ALB",2004,"country.name",NA,NA,6419.87039572498,3013.55,3013.55,6419.87039572498,30,100
"ALB",2005,"country.name",NA,NA,6858.46704735724,2998.17,2998.17,6858.46704735724,30,100
"ALB",2006,"country.name",NA,NA,7347.33012304625,2979.31,2979.31,7347.33012304625,30,100
"ALB",2007,"country.name",NA,NA,7866.15774715018,2956.88,2956.88,7866.15774715018,30,100
"ALB",2008,"country.name",NA,NA,8522.12984128861,2934.27,2934.27,8522.12984128861,30,100
"ALB",2009,"country.name",NA,NA,8859.47159720472,2914.57,2914.57,8859.47159720472,30,100
"ALB",2010,"country.name",NA,NA,9222.97275207776,2900.13,2900.13,9222.97275207776,30,100
"ALB",2011,"country.name",NA,NA,9484,2892.35,2892.35,9484,30,100
"ALB",2012,"country.name",NA,NA,9634.33370462354,2887.57,2887.57,9634.33370462354,30,100
"ALB",2013,"country.name",NA,NA,9748.72726226394,2882.28,2882.28,9748.72726226394,30,100
"ALB",2014,"country.name",NA,NA,9942.27611537283,2876.32,2876.32,9942.27611537283,30,100
"ALB",2015,"country.name",NA,NA,10192.5291797694,2867.95,2867.95,10192.5291797694,30,100
"ALB",2016,"country.name",NA,NA,10547.2552096775,2863.37,2863.37,10547.2552096775,30,100
"ALB",2017,"country.name",NA,NA,10958.306302702,2860.75,2860.75,10958.306302702,30,100
"ALB",2018,"country.name",34,100,11426.9201046629,2853.7,2853.7,11426.9201046629,34,100
"ALB",2019,"country.name",NA,NA,11715.3063184704,2841.56,2841.56,11715.3063184704,34,100
"ALB",2020,"country.name",NA,NA,11372.5414213064,2825.29,2825.29,11372.5414213064,34,100
"ALB",2021,"country.name",NA,NA,12455.9165536791,2799.23,2799.23,12455.9165536791,34,100
"ALB",2022,"country.name",NA,NA,12978.1007294332,2787.08,2787.08,12978.1007294332,34,100
"AND",1880,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"AND",1890,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"AND",1900,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"AND",1910,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"AND",1920,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"AND",1930,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"AND",1940,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"AND",1950,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"AND",1960,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"AND",1966,"country.name",45,50,NA,NA,NA,NA,45,50
"AND",1970,"country.name",NA,NA,NA,NA,NA,NA,45,50
"AND",1980,"country.name",NA,NA,NA,NA,NA,NA,45,50
"AND",1990,"country.name",NA,NA,NA,NA,NA,NA,45,50
"AND",1999,"country.name",75,66.67,NA,NA,NA,NA,75,66.67
"AND",2000,"country.name",NA,NA,NA,NA,NA,NA,75,66.67
"AND",2006,"country.name",85,63.89,NA,NA,NA,NA,85,63.89
"AND",2010,"country.name",NA,NA,NA,NA,NA,NA,85,63.89
"AND",2012,"country.name",86,77.67,NA,NA,NA,NA,86,77.67
"AND",2014,"country.name",90,69.33,NA,NA,NA,NA,90,69.33
"AND",2018,"country.name",95,69.33,NA,NA,NA,NA,95,69.33
"AND",2020,"country.name",NA,NA,NA,NA,NA,NA,95,69.33
"ARE",1880,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"ARE",1890,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"ARE",1900,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"ARE",1910,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"ARE",1920,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"ARE",1930,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"ARE",1940,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"ARE",1950,"country.name",NA,NA,25182,71.52,71.52,25182,NA,NA
"ARE",1951,"country.name",NA,NA,26634,73.298,73.298,26634,NA,NA
"ARE",1952,"country.name",NA,NA,27490,75.273,75.273,27490,NA,NA
"ARE",1953,"country.name",NA,NA,29358,77.48,77.48,29358,NA,NA
"ARE",1954,"country.name",NA,NA,31695,79.947,79.947,31695,NA,NA
"ARE",1955,"country.name",NA,NA,31374,82.715,82.715,31374,NA,NA
"ARE",1956,"country.name",NA,NA,32481,85.831,85.831,32481,NA,NA
"ARE",1957,"country.name",NA,NA,32329,89.353,89.353,32329,NA,NA
"ARE",1958,"country.name",NA,NA,32473,93.34,93.34,32473,NA,NA
"ARE",1959,"country.name",NA,NA,34153,97.87,97.87,34153,NA,NA
"ARE",1960,"country.name",NA,NA,35758,103.048,103.048,35758,NA,NA
"ARE",1961,"country.name",NA,NA,36949,108.989,108.989,36949,NA,NA
"ARE",1962,"country.name",NA,NA,38654,115.827,115.827,38654,NA,NA
"ARE",1963,"country.name",NA,NA,39889,123.751,123.751,39889,NA,NA
"ARE",1964,"country.name",NA,NA,40927,132.98,132.98,40927,NA,NA
"ARE",1965,"country.name",NA,NA,41705,143.798,143.798,41705,NA,NA
"ARE",1966,"country.name",NA,NA,42213,156.574,156.574,42213,NA,NA
"ARE",1967,"country.name",NA,NA,42416,171.745,171.745,42416,NA,NA
"ARE",1968,"country.name",NA,NA,42040,190.974,190.974,42040,NA,NA
"ARE",1969,"country.name",NA,NA,40639,217.858,217.858,40639,NA,NA
"ARE",1970,"country.name",NA,NA,39135,249.369,249.369,39135,NA,NA
"ARE",1971,"country.name",NA,NA,39540,288.136,288.136,39540,NA,NA
"ARE",1972,"country.name",NA,NA,39540,336.325,336.325,39540,NA,NA
"ARE",1973,"country.name",NA,NA,39669,391.337,391.337,39669,NA,NA
"ARE",1974,"country.name",NA,NA,45347,453.222,453.222,45347,NA,NA
"ARE",1975,"country.name",NA,NA,40591,522.571,522.571,40591,NA,NA
"ARE",1976,"country.name",NA,NA,40803,598.023,598.023,40803,NA,NA
"ARE",1977,"country.name",NA,NA,41915,683.672,683.672,41915,NA,NA
"ARE",1978,"country.name",NA,NA,35936,778.736,778.736,35936,NA,NA
"ARE",1979,"country.name",NA,NA,39534,884.04,884.04,39534,NA,NA
"ARE",1980,"country.name",20,100,44168,1000.285,1000.285,44168,20,100
"ARE",1981,"country.name",NA,NA,42456,1069.722,1069.722,42456,20,100
"ARE",1982,"country.name",NA,NA,36635,1137.549,1137.549,36635,20,100
"ARE",1983,"country.name",NA,NA,32737,1209.1,1209.1,32737,20,100
"ARE",1984,"country.name",NA,NA,32135,1284.385,1284.385,32135,20,100
"ARE",1985,"country.name",NA,NA,29562,1363.482,1363.482,29562,20,100
